PLAYER,SEASON,FGM,FGA,TPM,TPA,FTM,FTA,FGP,TPP,FTP
Elden Campbell,1998,289,624,1,2,237,342,0.463141026,0.5,0.692982456
Tyrone Hill,1998,208,418,0,1,155,255,0.497607656,0,0.607843137
Chris Carr,1998,190,452,40,127,84,99,0.420353982,0.31496063,0.848484848
Dana Barros,1998,281,609,100,246,122,144,0.461412151,0.406504065,0.847222222
Chris Mills,1998,292,675,40,137,152,189,0.432592593,0.291970803,0.804232804
Walter McCarty,1998,295,730,54,175,144,194,0.404109589,0.308571429,0.742268041
Antonio Davis,1998,254,528,0,3,277,398,0.481060606,0,0.695979899
Bo Outlaw,1998,300,542,1,4,180,313,0.553505535,0.25,0.575079872
Kevin Johnson,1998,155,347,4,26,162,186,0.446685879,0.153846154,0.870967742
Vinny Del Negro,1998,211,479,17,39,74,93,0.440501044,0.435897436,0.795698925
Mark Price,1998,229,531,52,155,87,103,0.43126177,0.335483871,0.844660194
Lawrence Funderburke,1998,191,390,1,7,110,162,0.48974359,0.142857143,0.679012346
Terry Porter,1998,259,577,92,233,167,195,0.448873484,0.394849785,0.856410256
Dell Curry,1998,194,434,61,145,41,52,0.447004608,0.420689655,0.788461538
Jalen Rose,1998,290,607,25,73,166,228,0.477759473,0.342465753,0.728070175
Ron Harper,1998,293,665,16,84,162,216,0.440601504,0.19047619,0.75
Eldridge Recasner,1998,206,452,62,148,74,79,0.455752212,0.418918919,0.936708861
Sean Elliott,1998,122,303,34,90,56,78,0.402640264,0.377777778,0.717948718
Darrell Armstrong,1998,156,380,25,68,105,123,0.410526316,0.367647059,0.853658537
Anthony Goldwire,1998,269,635,63,164,150,186,0.423622047,0.384146341,0.806451613
Dee Brown,1998,246,562,108,271,58,71,0.43772242,0.398523985,0.816901408
Steve Nash,1998,268,584,81,195,74,86,0.45890411,0.415384615,0.860465116
Brevin Knight,1998,261,592,0,7,201,251,0.440878378,0,0.800796813
Lorenzen Wright,1998,241,542,0,2,141,214,0.444649446,0,0.658878505
Bryon Russell,1998,226,525,73,214,213,278,0.43047619,0.341121495,0.76618705
Charles Oakley,1998,307,698,0,6,97,114,0.43982808,0,0.850877193
Samaki Walker,1998,156,320,0,1,53,97,0.4875,0,0.546391753
Jaren Jackson,1998,258,654,112,297,94,118,0.394495413,0.377104377,0.796610169
Khalid Reeves,1998,248,593,56,152,165,213,0.418212479,0.368421053,0.774647887
Derek Harper,1998,226,542,59,164,55,79,0.41697417,0.359756098,0.696202532
Matt Maloney,1998,239,586,126,346,65,78,0.407849829,0.36416185,0.833333333
Popeye Jones,1998,52,127,2,3,14,19,0.409448819,0.666666667,0.736842105
Eddie Johnson,1998,227,544,66,198,113,136,0.417279412,0.333333333,0.830882353
Mario Elie,1998,206,456,55,189,145,174,0.451754386,0.291005291,0.833333333
Tony Battie,1998,234,525,3,14,73,104,0.445714286,0.214285714,0.701923077
Shandon Anderson,1998,269,500,7,32,136,185,0.538,0.21875,0.735135135
Mark Jackson,1998,249,598,43,137,137,180,0.41638796,0.313868613,0.761111111
Cory Alexander,1998,171,400,66,176,80,102,0.4275,0.375,0.784313725
Sherman Douglas,1998,255,515,14,46,115,172,0.495145631,0.304347826,0.668604651
Bimbo Coles,1998,166,438,13,57,78,88,0.378995434,0.228070175,0.886363636
Olden Polynice,1998,249,542,0,1,52,115,0.459409594,0,0.452173913
Charlie Ward,1998,235,516,81,215,91,113,0.455426357,0.376744186,0.805309735
Robert Pack,1998,33,98,3,6,25,36,0.336734694,0.5,0.694444444
Antonio Daniels,1998,228,548,11,52,112,170,0.416058394,0.211538462,0.658823529
Eric Washington,1998,201,498,44,137,65,83,0.403614458,0.321167883,0.78313253
James Robinson,1998,195,501,74,225,77,107,0.389221557,0.328888889,0.719626168
Howard Eisley,1998,229,519,48,118,127,149,0.441233141,0.406779661,0.852348993
Malik Sealy,1998,216,505,9,41,150,182,0.427722772,0.219512195,0.824175824
Erick Strickland,1998,199,558,48,163,65,84,0.356630824,0.294478528,0.773809524
Bryant Stith,1998,75,225,10,48,75,86,0.333333333,0.208333333,0.872093023
Ed Gray,1998,77,202,18,46,55,65,0.381188119,0.391304348,0.846153846
Steve Kerr,1998,137,302,57,130,45,49,0.453642384,0.438461538,0.918367347
George Lynch,1998,248,516,9,30,111,158,0.480620155,0.3,0.702531646
Loy Vaught,1998,36,84,0,2,3,8,0.428571429,0,0.375
George McCloud,1998,173,427,71,208,39,51,0.405152225,0.341346154,0.764705882
Anthony Johnson,1998,226,609,42,128,80,110,0.371100164,0.328125,0.727272727
Robert Horry,1998,200,420,19,93,117,169,0.476190476,0.204301075,0.692307692
Mahmoud Abdul-Rauf,1998,103,273,5,31,16,16,0.377289377,0.161290323,1
A.C. Green,1998,242,534,0,4,116,162,0.453183521,0,0.716049383
Dan Majerle,1998,184,436,111,293,40,51,0.422018349,0.37883959,0.784313725
Elliot Perry,1998,241,561,17,50,92,109,0.429590018,0.34,0.844036697
Jason Caffey,1998,226,466,0,2,131,200,0.484978541,0,0.655
Sam Perkins,1998,196,471,87,222,101,128,0.416135881,0.391891892,0.7890625
Vitaly Potapenko,1998,234,488,0,1,102,144,0.479508197,0,0.708333333
Vernon Maxwell,1998,103,258,37,112,48,60,0.399224806,0.330357143,0.8
Cherokee Parks,1998,224,449,0,1,110,169,0.498886414,0,0.650887574
Matt Bullard,1998,175,389,96,231,20,27,0.449871465,0.415584416,0.740740741
Tracy McGrady,1998,179,398,14,41,79,111,0.449748744,0.341463415,0.711711712
Mark Strickland,1998,144,268,0,1,59,82,0.537313433,0,0.719512195
Chuck Person,1998,143,398,95,276,28,37,0.359296482,0.344202899,0.756756757
Michael Curry,1998,196,418,4,9,147,176,0.468899522,0.444444444,0.835227273
Travis Knight,1998,193,436,15,55,81,103,0.44266055,0.272727273,0.786407767
Travis Best,1998,201,480,21,70,112,131,0.41875,0.3,0.854961832
Chris Childs,1998,149,348,27,86,104,126,0.42816092,0.313953488,0.825396825
Jerald Honeycutt,1998,90,221,29,77,36,58,0.407239819,0.376623377,0.620689655
Tariq Abdul-Wahad,1998,144,357,4,19,84,125,0.403361345,0.210526316,0.672
Terry Dehere,1998,180,451,50,132,79,99,0.399113082,0.378787879,0.797979798
Jerome Kersey,1998,97,233,1,10,39,65,0.416309013,0.1,0.6
Terry Cummings,1998,200,428,0,1,67,98,0.46728972,0,0.683673469
Brian Shaw,1998,154,446,28,95,36,52,0.34529148,0.294736842,0.692307692
Derrick McKey,1998,150,327,4,17,55,77,0.458715596,0.235294118,0.714285714
Monty Williams,1998,165,368,1,2,122,182,0.448369565,0.5,0.67032967
Oliver Miller,1998,170,369,0,4,61,101,0.460704607,0,0.603960396
Tom Hammonds,1998,127,246,0,1,92,132,0.516260163,0,0.696969697
Eric Murdock,1998,177,419,28,91,125,156,0.422434368,0.307692308,0.801282051
Alvin Williams,1998,125,282,9,28,65,90,0.443262411,0.321428571,0.722222222
Harold Ellis,1998,62,111,0,4,40,63,0.558558559,0,0.634920635
Shawn Respert,1998,130,293,31,93,48,61,0.443686007,0.333333333,0.786885246
Othella Harrington,1998,129,266,0,1,92,122,0.484962406,0,0.754098361
Todd Day,1998,11,31,2,12,6,9,0.35483871,0.166666667,0.666666667
Chris Anstey,1998,92,231,3,16,53,74,0.398268398,0.1875,0.716216216
Rodrick Rhodes,1998,112,305,2,8,111,180,0.367213115,0.25,0.616666667
Bob Sura,1998,87,231,19,60,74,131,0.376623377,0.316666667,0.564885496
Derek Fisher,1998,164,378,31,81,115,152,0.433862434,0.382716049,0.756578947
Muggsy Bogues,1998,141,323,4,16,61,68,0.436532508,0.25,0.897058824
Martin Muursepp,1998,83,191,16,38,51,67,0.434554974,0.421052632,0.76119403
Stacey Augmon,1998,154,372,1,7,94,156,0.413978495,0.142857143,0.602564103
Lloyd Daniels,1998,12,29,2,9,8,10,0.413793103,0.222222222,0.8
Greg Foster,1998,186,418,2,9,67,87,0.444976077,0.222222222,0.770114943
Brent Price,1998,128,310,73,187,77,98,0.412903226,0.390374332,0.785714286
Bruce Bowen,1998,122,298,20,59,76,122,0.409395973,0.338983051,0.62295082
Jerome Williams,1998,151,288,0,1,107,164,0.524305556,0,0.652439024
David Benoit,1998,152,408,55,170,61,74,0.37254902,0.323529412,0.824324324
Andrew DeClercq,1998,169,340,0,1,101,168,0.497058824,0,0.601190476
Zan Tabak,1998,142,304,0,1,23,61,0.467105263,0,0.37704918
Tyus Edney,1998,93,216,3,10,88,111,0.430555556,0.3,0.792792793
Carlos Rogers,1998,47,91,0,2,18,32,0.516483516,0,0.5625
Gerald Wilkins,1998,141,434,29,109,69,98,0.324884793,0.266055046,0.704081633
Greg Anthony,1998,150,349,66,159,53,80,0.429799427,0.41509434,0.6625
Michael Smith,1998,93,194,0,1,65,103,0.479381443,0,0.631067961
Scott Burrell,1998,159,375,51,144,47,64,0.424,0.354166667,0.734375
Ledell Eackles,1998,75,175,16,46,52,59,0.428571429,0.347826087,0.881355932
Chris Whitney,1998,126,355,52,169,118,129,0.354929577,0.307692308,0.914728682
Chucky Brown,1998,161,372,2,8,63,87,0.432795699,0.25,0.724137931
Greg Minor,1998,140,321,6,31,59,86,0.436137072,0.193548387,0.686046512
Will Perdue,1998,162,295,0,1,70,133,0.549152542,0,0.526315789
Pete Chilcutt,1998,156,359,54,130,39,59,0.43454039,0.415384615,0.661016949
J.R. Reid,1998,146,318,3,8,89,122,0.459119497,0.375,0.729508197
Gary Grant,1998,43,93,7,19,12,14,0.462365591,0.368421053,0.857142857
Dennis Rodman,1998,155,360,4,23,61,111,0.430555556,0.173913043,0.54954955
Chris Robinson,1998,65,174,24,66,8,16,0.373563218,0.363636364,0.5
Lee Mayberry,1998,131,349,63,180,38,51,0.375358166,0.35,0.745098039
Aaron Williams,1998,116,221,0,1,66,85,0.524886878,0,0.776470588
Jermaine O'Neal,1998,112,231,0,2,45,89,0.484848485,0,0.505617978
Brian Evans,1998,123,312,29,87,46,57,0.394230769,0.333333333,0.807017544
Terry Davis,1998,127,256,0,1,69,119,0.49609375,0,0.579831933
Chris Morris,1998,85,207,19,62,44,61,0.410628019,0.306451613,0.721311475
Rick Brunson,1998,49,141,22,61,42,62,0.34751773,0.360655738,0.677419355
Terry Mills,1998,81,206,25,81,25,33,0.393203883,0.308641975,0.757575758
Danny Ferry,1998,113,286,33,99,32,40,0.395104895,0.333333333,0.8
Pooh Richardson,1998,124,333,11,57,30,43,0.372372372,0.192982456,0.697674419
